id,year,majortopic,subtopic 
4443,2002,5,502
4444,2002,5,502
4445,2002,14,1406
4446,2002,18,1800
4447,2002,12,1204
4448,2002,12,1205
4449,2002,17,1700
4450,2002,12,1205
4451,2002,4,405
4452,2002,12,1204
4453,2002,3,300
4454,2002,14,1400
4455,2002,15,1500
4456,2002,15,1500
4457,2002,2,205
4458,2002,13,1300
4459,2002,19,1925
4460,2002,20,2099
4461,2002,5,503
4462,2002,3,302
4463,2002,7,701
4464,2002,15,1501
4465,2002,14,1400
4466,2002,13,1300
4467,2002,21,2100
4468,2002,12,1205
4469,2002,15,1500
4470,2002,20,2011
4471,2002,15,1502
4472,2002,19,1927
4473,2002,2,208
4474,2002,1,107
4475,2002,1,107
4476,2002,12,1204
4477,2002,9,900
4478,2002,16,1608
4479,2002,10,1007
4480,2002,12,1210
4481,2002,13,1300
4482,2002,17,1798
4483,2002,3,399
4484,2002,3,333
4485,2002,0,0
4486,2002,0,0
4487,2002,0,0
4488,2002,0,0
4489,2002,0,0
4490,2002,0,0
4491,2002,0,0
4492,2002,0,0
4493,2002,0,0
4494,2002,0,0
4495,2002,0,0
4496,2002,0,0
4497,2002,0,0
4498,2002,0,0
4499,2002,0,0
4500,2002,0,0
4501,2002,6,603
4502,2002,0,0
4503,2002,0,0
4504,2002,0,0
4505,2002,12,1204
4506,2002,0,0
4507,2002,0,0
4508,2002,20,2011
4509,2002,9,900
4510,2002,15,1522
4511,2002,7,711
4512,2002,6,600
4513,2002,19,1925
4514,2002,21,2104
4515,2002,19,1929
4516,2002,10,1003
4517,2002,10,1001
4518,2002,13,1304
4519,2002,10,1005
4520,2002,15,1599
4521,2002,12,1204
4522,2002,12,1210
4523,2002,12,1204
4524,2002,1,107
4525,2002,15,1502
4526,2002,7,705
4527,2002,4,405
4528,2002,15,1502
4529,2002,12,1204
4530,2002,4,405
4531,2002,12,1204
4532,2002,15,1500
4533,2002,15,1500
4534,2002,3,341
4535,2002,20,2011
4536,2002,0,0
4537,2002,10,1007
4538,2002,0,0
4539,2002,0,0
4540,2002,0,0
4541,2002,0,0
4542,2002,0,0
4543,2002,0,0
4544,2002,0,0
4545,2002,0,0
4546,2002,0,0
4547,2002,0,0
4548,2002,0,0
4549,2002,7,704
4550,2002,0,0
4551,2002,0,0
4552,2002,0,0
4553,2002,0,0
4554,2002,0,0
4555,2002,0,0
4556,2002,0,0
4557,2002,0,0
4558,2002,0,0
4559,2002,0,0
4560,2002,0,0
4561,2002,12,1205
4562,2002,5,503
4563,2002,15,1599
4564,2002,21,2100
4565,2002,5,529
4566,2002,6,604
4567,2002,0,0
4568,2002,12,1208
4569,2002,3,325
4570,2002,12,1208
4571,2002,12,1227
4572,2002,12,1206
4573,2002,1,107
4574,2002,13,1308
4575,2002,17,1798
4576,2002,5,502
4577,2002,21,2104
4578,2002,17,1707
4579,2002,3,302
4580,2002,12,1210
4581,2002,15,1522
4582,2002,15,1522
4583,2002,12,1210
4584,2002,20,2002
4585,2002,1,107
4586,2002,15,1520
4587,2002,1,107
4588,2002,3,322
4589,2002,6,606
4590,2002,13,1300
4591,2002,0,0
4592,2002,12,1210
4593,2002,1,107
4594,2002,15,1500
4595,2002,18,1803
4596,2002,10,1007
4597,2002,3,398
4598,2002,20,2005
4599,2002,13,1302
4600,2002,20,2011
4601,2002,0,0
4602,2002,0,0
4603,2002,0,0
4604,2002,0,0
4605,2002,0,0
4606,2002,0,0
4607,2002,0,0
4608,2002,0,0
4609,2002,0,0
4610,2002,0,0
4611,2002,0,0
4612,2002,1,107
4613,2002,0,0
4614,2002,0,0
4615,2002,0,0
4616,2002,0,0
4617,2002,1,107
4618,2002,0,0
4619,2002,0,0
4620,2002,0,0
4621,2002,0,0
4622,2002,0,0
4623,2002,0,0
4624,2002,0,0
4625,2002,0,0
4626,2002,0,0
4627,2002,14,1499
4628,2003,12,1205
4629,2003,5,503
4630,2003,9,900
4631,2002,7,709
4632,2003,15,1523
4633,2003,15,1523
4634,2003,15,1505
4635,2003,17,1707
4636,2003,6,600
4637,2002,12,1210
4638,2003,15,1523
4639,2002,6,699
4640,2003,12,1227
4641,2003,7,700
4642,2003,1,104
4643,2003,15,1501
4644,2003,2,206
4645,2003,8,807
4646,2003,10,1002
4647,2003,3,301
4648,2002,12,1201
4649,2003,6,601
4650,2003,2,208
4651,2003,4,402
4652,2002,0,0
4653,2002,0,0
4654,2002,0,0
4655,2002,0,0
4656,2003,1,105
4657,2002,0,0
4658,2002,0,0
4659,2002,0,0
4660,2002,0,0
4661,2002,0,0
4662,2002,0,0
4663,2002,0,0
4664,2002,0,0
4665,2002,0,0
4666,2002,0,0
4667,2002,0,0
4668,2002,0,0
4669,2002,0,0
4670,2002,0,0
4671,2002,0,0
4672,2002,0,0
4673,2003,1,107
4674,2003,14,1499
4675,2003,6,602
4676,2003,6,600
4677,2003,20,2004
4678,2003,1,100
4679,2003,21,2100
4680,2003,12,1204
4681,2003,20,2011
4682,2003,7,700
4683,2003,7,700
4684,2003,6,604
4685,2003,21,2100
4686,2003,15,1500
4687,2003,20,2002
4688,2003,9,900
4689,2003,8,801
4690,2003,12,1203
4691,2003,6,602
4692,2003,19,1927
4693,2003,7,704
4694,2003,20,2001
4695,2003,2,200
4696,2003,6,602
4697,2003,14,1406
4698,2003,12,1299
4699,2003,8,802
4700,2003,15,1500
4701,2003,10,1007
4702,2003,10,1002
4703,2003,15,1505
4704,2003,3,398
4705,2003,21,2104
4706,2003,7,711
4707,2003,6,600
4708,2003,6,601
4709,2003,7,799
4710,2003,15,1505
4711,2003,19,1902
4712,2003,20,2001
4713,2003,20,2001
4714,2003,9,900
4715,2003,19,1921
4716,2003,20,2005
4717,2003,6,602
4718,2003,15,1524
4719,2003,19,1921
4720,2003,23,2300
4721,2003,17,1706
4722,2003,20,2001
4723,2003,17,1706
4724,2003,12,1204
4725,2003,21,2100
4726,2003,13,1300
4727,2003,12,1204
4728,2003,6,601
4729,2003,3,331
4730,2003,12,1208
4731,2003,16,1602
4732,2003,13,1302
4733,2003,12,1202
4734,2003,15,1504
4735,2003,15,1599
4736,2003,15,1599
4737,2003,12,1210
4738,2003,19,1910
4739,2003,0,0
4740,2003,0,0
4741,2003,0,0
4742,2003,0,0
4743,2003,0,0
4744,2003,0,0
4745,2003,0,0
4746,2003,0,0
4747,2003,0,0
4748,2003,0,0
4749,2003,0,0
4750,2003,0,0
4751,2003,0,0
4752,2003,0,0
4753,2003,0,0
4754,2003,0,0
4755,2003,0,0
4756,2003,0,0
4757,2003,0,0
4758,2003,0,0
4759,2003,0,0
4760,2003,0,0
4761,2003,0,0
4762,2003,15,1505
4763,2003,21,2100
4764,2003,20,2009
4765,2003,3,399
4766,2003,6,601
4767,2003,12,1208
4768,2003,6,604
4769,2003,0,0
4770,2003,0,0
4771,2003,0,0
4772,2003,0,0
4773,2003,0,0
4774,2003,10,1003
4775,2003,0,0
4776,2003,10,1003
4777,2003,0,0
4778,2003,0,0
4779,2003,0,0
4780,2003,0,0
4781,2003,0,0
4782,2003,0,0
4783,2003,0,0
4784,2003,0,0
4785,2003,0,0
4786,2003,0,0
4787,2003,0,0
4788,2003,0,0
4789,2003,0,0
4790,2003,0,0
4791,2003,0,0
4792,2003,0,0
4793,2003,12,1204
4794,2003,13,1302
4795,2003,2,208
4796,2003,0,0
4797,2003,21,2100
4798,2003,7,711
4799,2003,19,1910
4800,2003,10,1000
4801,2003,12,1210
4802,2003,13,1300
4803,2003,12,1205
4804,2003,5,503
4805,2003,13,1300
4806,2003,15,1500
4807,2003,5,500
4808,2003,14,1499
4809,2003,15,1525
4810,2003,7,701
4811,2003,2,299
4812,2003,20,2004
4813,2003,2,206
4814,2003,12,1204
4815,2003,3,300
4816,2003,20,2001
4817,2003,13,1305
4818,2003,6,600
4819,2003,15,1502
4820,2003,6,601
4821,2003,7,711
4822,2003,5,501
4823,2003,3,333
4824,2003,13,1300
4825,2003,20,2000
4826,2003,5,503
4827,2003,10,1007
4828,2003,10,1007
4829,2003,13,1302
4830,2003,20,2005
4831,2003,5,529
4832,2003,9,900
4833,2003,6,603
4834,2003,7,705
4835,2003,1,107
4836,2003,12,1202
4837,2003,16,1605
4838,2003,17,1707
4839,2003,4,405
4840,2003,17,1707
4841,2003,9,900
4842,2003,1,107
4843,2003,1,107
4844,2003,1,107
4845,2003,19,1929
4846,2003,15,1500
4847,2003,8,807
4848,2003,4,405
4849,2003,6,600
4850,2003,0,0
4851,2003,0,0
4852,2003,0,0
4853,2003,0,0
4854,2003,0,0
4855,2003,0,0
4856,2003,8,800
4857,2003,0,0
4858,2003,1,107
4859,2003,0,0
4860,2003,14,1401
4861,2003,0,0
4862,2003,0,0
4863,2003,0,0
4864,2003,6,604
4865,2003,5,503
4866,2003,0,0
4867,2003,0,0
4868,2003,0,0
4869,2003,0,0
4870,2003,0,0
4871,2003,0,0
4872,2003,0,0
4873,2003,0,0
4874,2003,0,0
4875,2003,15,1501
4876,2003,0,0
4877,2003,0,0
4878,2003,0,0
4879,2003,12,1299
4880,2003,12,1200
4881,2003,2,208
4882,2003,9,900
4883,2003,5,502
4884,2004,3,300
4885,2004,13,1304
4886,2004,6,601
4887,2004,20,2099
4888,2004,12,1210
4889,2004,5,503
4890,2004,12,1210
4891,2004,12,1204
4892,2004,12,1210
4893,2004,6,602
4894,2004,12,1201
4895,2004,6,601
4896,2004,5,503
4897,2004,13,1308
4898,2004,21,2101
4899,2004,5,503
4900,2004,15,1520
4901,2004,7,700
4902,2004,13,1304
4903,2004,12,1210
4904,2004,15,1599
4905,2004,3,342
4906,2004,15,1505
4907,2004,8,800
4908,2004,2,200
4909,2004,20,2011
4910,2004,15,1500
4911,2003,0,0
4912,2003,0,0
4913,2003,0,0
4914,2003,0,0
4915,2004,20,2011
4916,2004,4,403
4917,2003,0,0
4918,2003,0,0
4919,2003,0,0
4920,2003,0,0
4921,2003,0,0
4922,2003,0,0
4923,2003,0,0
4924,2003,0,0
4925,2003,0,0
4926,2003,0,0
4927,2003,0,0
4928,2003,0,0
4929,2003,0,0
4930,2003,0,0
4931,2003,0,0
4932,2003,0,0
4933,2003,0,0
4934,2004,15,1504
4935,2003,0,0
4936,2004,4,405
4937,2004,12,1208
4938,2004,19,1910
4939,2004,3,321
4940,2004,3,333
4941,2004,15,1599
4942,2004,15,1599
4943,2004,3,300
4944,2004,6,604
4945,2003,5,529
4946,2004,8,800
4947,2004,3,301
4948,2004,10,1003
4949,2004,13,1300
4950,2004,15,1599
4951,2004,14,1400
4952,2004,10,1003
4953,2004,10,1007
4954,2004,7,701
4955,2004,1,100
4956,2004,12,1204
4957,2004,6,601
4958,2004,1,104
4959,2004,15,1505
4960,2004,12,1206
4961,2004,6,601
4962,2004,5,502
4963,2004,12,1204
4964,2004,7,705
4965,2004,19,1921
4966,2004,20,2004
4967,2004,12,1210
4968,2004,2,208
4969,2004,12,1299
4970,2004,7,709
4971,2004,6,601
4972,2004,7,711
4973,2004,14,1406
4974,2004,10,1002
4975,2004,10,1007
4976,2004,6,602
4977,2004,20,2011
4978,2004,6,602
4979,2004,10,1007
4980,2004,12,1208
4981,2004,5,503
4982,2004,3,301
4983,2004,21,2100
4984,2004,3,321
4985,2004,13,1302
4986,2004,13,1304
4987,2004,13,1304
4988,2004,15,1504
4989,2004,12,1205
4990,2004,13,1300
4991,2004,15,1523
4992,2004,13,1302
4993,2004,8,800
4994,2004,5,529
4995,2004,15,1500
4996,2004,13,1300
4997,2004,20,2001
4998,2004,13,1300
4999,2004,21,2199
5000,2004,10,1002
5001,2004,13,1308
5002,2004,10,1002
5003,2004,0,0
5004,2004,0,0
5005,2004,0,0
5006,2004,0,0
5007,2004,0,0
5008,2004,0,0
5009,2004,0,0
5010,2004,0,0
5011,2004,0,0
5012,2004,0,0
5013,2004,0,0
5014,2004,0,0
5015,2004,0,0
5016,2004,0,0
5017,2004,0,0
5018,2004,0,0
5019,2004,0,0
5020,2004,0,0
5021,2004,20,2011
5022,2004,7,705
5023,2004,14,1499
5024,2004,23,2300
5025,2004,0,0
5026,2004,0,0
5027,2004,0,0
5028,2004,0,0
5029,2004,0,0
5030,2004,0,0
5031,2004,0,0
5032,2004,0,0
5033,2004,0,0
5034,2004,0,0
5035,2004,0,0
5036,2004,0,0
5037,2004,0,0
5038,2004,0,0
5039,2004,0,0
5040,2004,0,0
5041,2004,0,0
5042,2004,0,0
5043,2004,0,0
5044,2004,0,0
5045,2004,0,0
5046,2004,0,0
5047,2004,0,0
5048,2004,0,0
5049,2004,0,0
5050,2004,18,1800
5051,2004,0,0
5052,2004,0,0
5053,2004,0,0
5054,2004,14,1401
5055,2004,19,1910
5056,2004,1,107
5057,2004,14,1401
5058,2004,3,300
5059,2004,15,1522
5060,2004,18,1899
5061,2004,4,403
5062,2004,9,900
5063,2004,4,499
5064,2004,4,499
5065,2004,15,1599
5066,2004,6,603
5067,2004,10,1007
5068,2004,17,1799
5069,2004,2,200
5070,2004,5,599
5071,2004,1,107
5072,2004,12,1204
5073,2004,6,602
5074,2004,15,1500
5075,2004,1,107
5076,2004,9,900
5077,2004,12,1201
5078,2004,12,1200
5079,2004,7,701
5080,2004,7,701
5081,2004,10,1005
5082,2004,12,1201
5083,2004,15,1500
5084,2004,14,1499
5085,2004,12,1200
5086,2004,7,700
5087,2004,12,1204
5088,2004,10,1007
5089,2004,7,701
5090,2004,6,602
5091,2004,13,1304
5092,2004,20,2004
5093,2004,3,341
5094,2004,21,2104
5095,2004,6,604
5096,2004,19,1910
5097,2004,18,1800
5098,2004,5,599
5099,2004,14,1406
5100,2004,10,1002
5101,2004,20,2001
5102,2004,6,602
5103,2004,21,2101
5104,2004,15,1500
5105,2004,5,503
5106,2004,6,602
5107,2004,15,1522
5108,2004,12,1210
5109,2004,17,1707
5110,2004,21,2104
5111,2004,3,399
5112,2004,17,1798
5113,2004,20,2009
5114,2004,12,1299
5115,2004,1,107
5116,2004,2,207
5117,2004,5,503
5118,2004,3,302
5119,2004,3,301
5120,2004,1,107
5121,2004,7,705
5122,2004,0,0
5123,2004,13,1302
5124,2004,0,0
5125,2004,13,1302
5126,2004,0,0
5127,2004,0,0
5128,2004,0,0
5129,2004,0,0
5130,2004,0,0
5131,2004,0,0
5132,2004,0,0
5133,2004,0,0
5134,2004,0,0
5135,2004,0,0
5136,2004,0,0
5137,2004,0,0
5138,2004,0,0
5139,2004,0,0
5140,2004,0,0
5141,2004,0,0
5142,2004,0,0
5143,2004,0,0
5144,2004,0,0
5145,2004,0,0
5146,2004,0,0
5147,2004,0,0
5148,2004,0,0
5149,2004,12,1210
5150,2004,6,604
5151,2004,7,700
5152,2005,5,501
5153,2005,15,1599
5154,2005,6,601
5155,2005,6,604
5156,2005,13,1305
5157,2005,12,1210
5158,2005,21,2100
5159,2005,15,1502
5160,2005,1,105
5161,2005,17,1706
5162,2005,20,2001
5163,2005,10,1002
5164,2005,12,1204
5165,2005,16,1605
5166,2005,12,1204
5167,2005,3,342
5168,2005,13,1300
5169,2005,15,1504
5170,2005,10,1002
5171,2005,14,1499
5172,2005,4,403
5173,2005,17,1707
5174,2005,20,2011
5175,2005,20,2011
5176,2005,20,2012
5177,2005,7,700
5178,2005,6,602
5179,2005,15,1522
5180,2005,7,700
5181,2005,7,705
5182,2005,6,604
5183,2004,0,0
5184,2004,0,0
5185,2004,0,0
5186,2004,0,0
5187,2004,0,0
5188,2004,0,0
5189,2004,0,0
5190,2004,0,0
5191,2004,0,0
5192,2004,0,0
5193,2004,0,0
5194,2004,0,0
5195,2004,0,0
5196,2004,0,0
5197,2004,0,0
5198,2005,10,1002
5199,2005,15,1522
5200,2005,20,2003
5201,2004,14,1401
5202,2004,0,0
5203,2004,0,0
5204,2004,0,0
5205,2004,0,0
5206,2004,0,0
5207,2004,0,0
5208,2004,0,0
5209,2004,0,0
5210,2004,0,0
5211,2005,3,322
5212,2005,7,711
5213,2005,12,1204
5214,2005,12,1204
5215,2004,20,2002
5216,2005,5,500
5217,2005,13,1399
5218,2005,10,1007
5219,2005,15,1599
5220,2005,1,107
5221,2005,7,704
5222,2004,5,500
5223,2005,10,1002
5224,2005,16,1608
5225,2005,10,1002
5226,2005,20,2011
5227,2005,6,602
5228,2005,1,107
5229,2005,7,700
5230,2005,16,1600
5231,2005,20,2011
5232,2005,10,1003
5233,2005,1,107
5234,2005,5,504
5235,2005,15,1525
5236,2005,12,1207
5237,2005,12,1207
5238,2005,20,2011
5239,2005,7,700
5240,2005,12,1202
5241,2005,17,1707
5242,2005,15,1520
5243,2005,15,1599
5244,2005,12,1201
5245,2005,7,711
5246,2005,13,1302
5247,2005,17,1707
5248,2005,5,501
5249,2005,5,502
5250,2005,15,1502
5251,2005,15,1500
5252,2005,19,1910
5253,2005,7,711
5254,2005,3,342
5255,2005,2,206
5256,2005,17,1707
5257,2005,6,699
5258,2005,13,1304
5259,2005,20,2001
5260,2005,15,1500
5261,2005,12,1299
5262,2005,20,2001
5263,2005,7,700
5264,2005,8,806
5265,2005,12,1227
5266,2005,7,700
5267,2005,13,1304
5268,2005,3,399
5269,2005,5,501
5270,2005,15,1500
5271,2005,13,1304
5272,2005,7,701
5273,2005,6,600
5274,2005,15,1599
5275,2005,12,1227
5276,2005,15,1520
5277,2005,10,1002
5278,2005,20,2001
5279,2005,19,1926
5280,2005,5,500
5281,2005,14,1401
5282,2005,14,1401
5283,2005,20,2009
5284,2005,19,1927
5285,2005,0,0
5286,2005,0,0
5287,2005,0,0
5288,2005,0,0
5289,2005,0,0
5290,2005,0,0
5291,2005,0,0
5292,2005,0,0
5293,2005,0,0
5294,2005,0,0
5295,2005,0,0
5296,2005,0,0
5297,2005,0,0
5298,2005,0,0
5299,2005,0,0
5300,2005,0,0
5301,2005,0,0
5302,2005,0,0
5303,2005,0,0
5304,2005,0,0
5305,2005,0,0
5306,2005,0,0
5307,2005,0,0
5308,2005,0,0
5309,2005,5,503
5310,2005,15,1500
5311,2005,13,1304
5312,2005,0,0
5313,2005,0,0
5314,2005,0,0
5315,2005,0,0
5316,2005,0,0
5317,2005,0,0
5318,2005,0,0
5319,2005,0,0
5320,2005,0,0
5321,2005,0,0
5322,2005,0,0
5323,2005,0,0
5324,2005,0,0
5325,2005,0,0
5326,2005,0,0
5327,2005,0,0
5328,2005,0,0
5329,2005,0,0
5330,2005,0,0
5331,2005,0,0
5332,2005,0,0
5333,2005,0,0
5334,2005,0,0
5335,2005,0,0
5336,2005,3,301
5337,2005,5,503
5338,2005,19,1910
5339,2005,21,2100
5340,2005,15,1505
5341,2005,15,1599
5342,2005,15,1500
5343,2005,12,1210
5344,2005,12,1208
5345,2005,12,1299
5346,2005,12,1204
5347,2005,12,1210
5348,2005,23,2300
5349,2005,9,900
5350,2005,6,604
5351,2005,12,1200
5352,2005,4,403
5353,2005,6,601
5354,2005,21,2103
5355,2005,12,1201
5356,2005,20,2004
5357,2005,2,208
5358,2005,6,602
5359,2005,6,602
5360,2005,3,321
5361,2005,13,1304
5362,2005,6,602
5363,2005,20,2000
5364,2005,1,107
5365,2005,5,502
5366,2005,4,403
5367,2005,18,1800
5368,2005,4,408
5369,2005,10,1001
5370,2005,10,1002
5371,2005,3,325
5372,2005,17,1799
5373,2005,8,800
5374,2005,21,2100
5375,2005,15,1522
5376,2005,13,1300
5377,2005,20,2004
5378,2005,20,2001
5379,2005,6,600
5380,2005,2,202
5381,2005,13,1300
5382,2005,3,322
5383,2005,7,705
5384,2005,6,600
5385,2005,19,1910
5386,2005,17,1706
5387,2005,10,1003
5388,2005,1,107
5389,2005,15,1500
5390,2005,0,0
5391,2005,0,0
5392,2005,0,0
5393,2005,0,0
5394,2005,0,0
5395,2005,0,0
5396,2005,0,0
5397,2005,0,0
5398,2005,0,0
5399,2005,8,806
5400,2005,0,0
5401,2005,0,0
5402,2005,0,0
5403,2005,0,0
5404,2005,0,0
5405,2005,0,0
5406,2005,0,0
5407,2005,0,0
5408,2005,0,0
5409,2005,0,0
5410,2005,0,0
5411,2005,0,0
5412,2005,0,0
5413,2005,0,0
5414,2005,0,0
5415,2005,0,0
5416,2005,9,900
5417,2005,19,1910
5418,2005,20,2000
5419,2005,6,603
5420,2005,13,1303
5421,2005,12,1207
5422,2005,13,1304
5423,2005,15,1501
5424,2006,20,2009
5425,2006,12,1210
5426,2006,6,602
5427,2006,15,1525
5428,2006,12,1203
5429,2006,12,1201
5430,2006,7,704
5431,2006,5,503
5432,2006,4,403
5433,2006,12,1206
5434,2006,15,1503
5435,2006,13,1302
5436,2006,12,1203
5437,2006,3,321
5438,2006,13,1305
5439,2006,21,2199
5440,2006,15,1599
5441,2006,20,2001
5442,2006,20,2001
5443,2006,20,2001
5444,2006,20,2001
5445,2006,20,2001
5446,2006,20,2001
5447,2006,20,2001
5448,2006,20,2001
5449,2006,20,2001
5450,2006,20,2001
5451,2006,15,1526
5452,2006,10,1005
5453,2005,20,2011
5454,2006,5,503
5455,2006,20,2001
5456,2006,20,2001
5457,2006,3,399
5458,2006,19,1929
5459,2006,10,1002
5460,2005,12,1208
5461,2006,15,1500
5462,2006,15,1599
5463,2006,12,1227
5464,2006,15,1522
5465,2005,0,0
5466,2005,0,0
5467,2005,0,0
5468,2005,0,0
5469,2005,0,0
5470,2005,0,0
5471,2005,0,0
5472,2005,0,0
5473,2005,0,0
5474,2005,0,0
5475,2005,0,0
5476,2005,0,0
5477,2005,0,0
5478,2005,0,0
5479,2005,0,0
5480,2005,0,0
5481,2005,0,0
5482,2005,0,0
5483,2005,0,0
5484,2005,0,0
5485,2005,0,0
5486,2005,0,0
5487,2005,0,0
5488,2005,0,0
5489,2006,17,1705
5490,2006,15,1599
5491,2005,2,206
5492,2006,4,405
5493,2006,17,1707
5494,2006,15,1522
5495,2006,6,600
5496,2006,12,1202
5497,2006,6,602
5498,2006,12,1201
5499,2006,14,1406
5500,2006,10,1007
5501,2006,15,1525
5502,2005,4,401
5503,2006,6,602
5504,2006,5,503
5505,2006,20,2012
5506,2005,6,699
5507,2006,15,1500
5508,2005,17,1707
5509,2006,20,2011
5510,2006,20,2004
5511,2006,20,2004
5512,2006,20,2004
5513,2006,5,503
5514,2006,8,801
5515,2006,8,803
5516,2006,13,1308
5517,2006,8,800
5518,2006,20,2002
5519,2006,12,1204
5520,2006,10,1002
5521,2006,6,603
5522,2006,13,1300
5523,2006,3,325
5524,2006,21,2100
5525,2006,13,1300
5526,2006,10,1003
5527,2006,7,711
5528,2006,3,399
5529,2006,10,1003
5530,2006,6,600
5531,2006,3,325
5532,2006,12,1200
5533,2006,2,206
5534,2006,7,711
5535,2006,17,1700
5536,2006,10,1002
5537,2006,10,1002
5538,2006,6,602
5539,2006,20,2004
5540,2006,13,1308
5541,2006,7,700
5542,2006,13,1302
5543,2006,6,601
5544,2006,3,301
5545,2006,7,705
5546,2006,12,1207
5547,2006,3,333
5548,2006,19,1910
5549,2006,15,1599
5550,2006,7,705
5551,2006,21,2100
5552,2006,3,322
5553,2006,1,107
5554,2006,12,1203
5555,2006,2,208
5556,2006,12,1205
5557,2006,12,1204
5558,2006,7,711
5559,2006,10,1007
5560,2006,12,1201
5561,2006,5,501
5562,2006,19,1921
5563,2006,15,1500
5564,2006,15,1525
5565,2006,20,2003
5566,2006,20,2011
5567,2006,4,498
5568,2006,10,1003
5569,2006,21,2100
5570,2006,12,1227
5571,2006,5,501
5572,2006,12,1208
5573,2006,12,1201
5574,2006,0,0
5575,2006,0,0
5576,2006,0,0
5577,2006,0,0
5578,2006,0,0
5579,2006,0,0
5580,2006,0,0
5581,2006,0,0
5582,2006,0,0
5583,2006,0,0
5584,2006,0,0
5585,2006,0,0
5586,2006,0,0
5587,2006,0,0
5588,2006,0,0
5589,2006,0,0
5590,2006,0,0
5591,2006,0,0
5592,2006,0,0
5593,2006,0,0
5594,2006,0,0
5595,2006,0,0
5596,2006,0,0
5597,2006,0,0
5598,2006,0,0
5599,2006,0,0
5600,2006,0,0
5601,2006,0,0
5602,2006,0,0
5603,2006,0,0
5604,2006,0,0
5605,2006,0,0
5606,2006,0,0
5607,2006,0,0
5608,2006,0,0
5609,2006,0,0
5610,2006,0,0
5611,2006,0,0
5612,2006,0,0
5613,2006,0,0
5614,2006,0,0
5615,2006,0,0
5616,2006,9,900
5617,2006,12,1227
5618,2006,0,0
5619,2006,0,0
5620,2006,0,0
5621,2006,0,0
5622,2006,0,0
5623,2006,0,0
5624,2006,4,405
5625,2006,20,2012
5626,2006,17,1707
5627,2006,15,1500
5628,2006,2,205
5629,2006,1,107
5630,2006,7,701
5631,2006,19,1929
5632,2006,2,207
5633,2006,12,1210
5634,2006,9,900
5635,2006,15,1526
5636,2006,20,2011
5637,2006,20,2011
5638,2006,6,601
5639,2006,12,1204
5640,2006,14,1499
5641,2006,21,2101
5642,2006,6,601
5643,2006,6,604
5644,2006,21,2104
5645,2006,5,503
5646,2006,7,704
5647,2006,20,2001
5648,2006,10,1002
5649,2006,17,1701
5650,2006,14,1499
5651,2006,19,1926
5652,2006,12,1201
5653,2006,5,500
5654,2006,13,1308
5655,2006,10,1002
5656,2006,1,107
5657,2006,3,300
5658,2006,15,1522
5659,2006,10,1002
5660,2006,7,705
5661,2006,13,1305
5662,2006,10,1007
5663,2006,1,107
5664,2006,5,502
5665,2006,3,302
5666,2006,6,602
5667,2006,7,711
5668,2006,15,1509
5669,2006,12,1208
5670,2006,15,1599
5671,2006,15,1501
5672,2006,12,1210
5673,2006,20,2002
5674,2006,12,1210
5675,2006,17,1706
5676,2006,13,1399
5677,2006,13,1303
5678,2006,3,301
5679,2006,13,1300
5680,2006,13,1300
5681,2006,15,1522
5682,2006,16,1608
5683,2006,8,802
5684,2006,5,502
5685,2006,15,1504
5686,2006,13,1300
5687,2006,6,602
5688,2006,5,505
5689,2006,13,1300
5690,2006,10,1001
5691,2006,10,1007
5692,2006,15,1500
5693,2006,3,399
5694,2006,20,2004
5695,2006,10,1002
5696,2006,7,705
5697,2006,3,399
5698,2006,12,1210
5699,2006,0,0
5700,2006,0,0
5701,2006,0,0
5702,2006,0,0
5703,2006,0,0
5704,2006,0,0
5705,2006,0,0
5706,2006,0,0
5707,2006,0,0
5708,2006,0,0
5709,2006,0,0
5710,2006,0,0
5711,2006,0,0
5712,2006,0,0
5713,2006,1,107
5714,2006,0,0
5715,2006,0,0
5716,2006,0,0
5717,2006,0,0
5718,2006,0,0
5719,2006,0,0
5720,2006,0,0
5721,2006,0,0
5722,2006,0,0
5723,2006,0,0
5724,2006,0,0
5725,2006,0,0
5726,2006,12,1227
5727,2006,3,302
5728,2006,10,1003
5729,2006,14,1499
5730,2006,12,1299
5731,2006,5,503
5732,2006,21,2104
5733,2007,4,405
5734,2007,15,1599
5735,2007,10,1002
5736,2007,3,300
5737,2007,6,601
5738,2007,21,2100
5739,2007,10,1003
5740,2007,14,1401
5741,2006,12,1210
5742,2007,1,104
5743,2007,21,2100
5744,2006,15,1525
5745,2007,23,2300
5746,2007,7,705
5747,2007,4,499
5748,2007,6,604
5749,2007,14,1499
5750,2007,15,1599
5751,2006,17,1707
5752,2007,2,205
5753,2007,10,1002
5754,2007,15,1522
5755,2007,10,1007
5756,2007,21,2104
5757,2007,19,1902
5758,2007,10,1007
5759,2007,21,2104
5760,2007,9,900
5761,2007,15,1523
5762,2007,14,1400
5763,2007,19,1910
5764,2007,12,1200
5765,2007,12,1201
5766,2006,2,205
5767,2006,20,2001
5768,2007,1,107
5769,2007,10,1007
5770,2006,0,0
5771,2006,0,0
5772,2006,0,0
5773,2006,0,0
5774,2006,0,0
5775,2006,0,0
5776,2006,0,0
5777,2006,0,0
5778,2006,0,0
5779,2006,0,0
5780,2006,0,0
5781,2006,0,0
5782,2006,0,0
5783,2006,0,0
5784,2006,0,0
5785,2006,0,0
5786,2006,0,0
